"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Reserve_a_table","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Crowd","Planning","From_the_business","Recycling"
"1445","club in mumbai","The Club Mumbai","197  Kashibai Mahadev Marg  Shakti Nagar  Shanti Nagar  D.N.Nagar  Andheri West  Mumbai  Maharashtra 400053","197  Kashibai Mahadev Marg","Mumbai","400053","Mumbai  Maharashtra 400053","Maharashtra","IN","Asia/Calcutta"," ","द क्लब मुंबई"," "," ","02266117777","022 6611 7777",,,"http://www.theclubmumbai.com/","theclubmumbai.com","Club","Pickleball court","Yes","39999","4.7"," ","open","Wednesday, 6:30 am-12 am; Thursday, 6:30 am-12 am; Friday, 6:30 am-12 am; Saturday, 6:30 am-12 am; Sunday, 6:30 am-12 am; Monday, 6:30 am-12 am; Tuesday, 6:30 am-12 am; ","6:30 am-12 am","6:30 am-12 am","6:30 am-12 am","6:30 am-12 am","6:30 am-12 am","6:30 am-12 am","6:30 am-12 am","Lat 19.121409","Lng 72.831864","19.121409,72.831864","7JFJ4RCJ+HP9","ChIJT0_Gm97J5zsR-stXtwrIxNY"," ","https://www.google.com/maps/place/?q=place_id:ChIJT0_Gm97J5zsR-stXtwrIxNY","15475714167903079418","https://www.google.com/search?kgmid=/g/12610pxnh","/g/12610pxnh"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDNz563LA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.theclubmumbai.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJT0_Gm97J5zsR-stXtwrIxNY&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcICygG","Wheelchair-accessible car park | Wheelchair-accessible entrance","Gender-neutral toilets","On-site services",,,,,,
"1446","club in mumbai","Kitty Su Mumbai","Ground Floor  The LaLit  Mumbai  Airport Rd  Navpada  Marol  Andheri East  Mumbai  Maharashtra 400059","Ground Floor","Mumbai","400059","The LaLit","Maharashtra","IN","Asia/Calcutta","₹2,000+","किट्टी सू मुंबई","Industrial-chic nightspot with contemporary lighting, a full bar & a calendar of DJ dance parties.","High-end nightspot hosting glam parties","07777052330","077770 52330",,,"https://www.kittysu.com/","kittysu.com","Night club","Pub","Yes","1106","4","High-end nightspot hosting glam parties","open","Wednesday, 9 pm-2:30 am; Thursday, 9 pm-2:30 am; Friday, 9 pm-2:30 am; Saturday, 9 pm-2:30 am; Sunday, 9 pm-2:30 am; Monday, Closed; Tuesday, Closed; ","9 pm-2:30 am","9 pm-2:30 am","Closed","Closed","9 pm-2:30 am","9 pm-2:30 am","9 pm-2:30 am","Lat 19.105276999999997","Lng 72.875733","19.105276999999997,72.875733","7JFJ4V4G+479","ChIJM_VfhmrI5zsRpuR1KVcumFM","https://www.swiggy.com/restaurants/kitty-su-the-lalit-mumbai-marol-marol-sakinaka-mumbai-1070937/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJM_VfhmrI5zsRpuR1KVcumFM","6023615453500662950","https://www.google.com/search?kgmid=/g/1q5bxkc5z","/g/1q5bxkc5z","https://www.google.com/maps/reserve/v/dine/c/6ciHupW4GF4?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICGt_PREg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.kittysu.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJM_VfhmrI5zsRpuR1KVcumFM&q=club+in+mumbai&authuser=0&hl=en&gl=IN","https://www.facebook.com/KittySu.Delhi"," ","https://twitter.com/kittysuindia","https://www.instagram.com/kittysuindia/","https://www.youtube.com/user/KittySuTheLalit/videos",,"XYZ2","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIMygH","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible toilet","Restroom","Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Happy-hour food | Spirits | Wine","Groups | Tourists","Accepts reservations",,
"1447","club in mumbai","Club Illusions","2nd Floor  B37  Ambika Acropolis  Off New Link Rd  adjacent to OBEROI SPRINGS  Veera Desai Industrial Estate  Andheri West  Mumbai  Maharashtra 400053","2nd Floor  B37","Mumbai","400053","Ambika Acropolis","Maharashtra","IN","Asia/Calcutta","₹2,000+","क्लब इल्ल्युशन्स"," "," ","08062463284","080 6246 3284","+918062463284",,"https://club-illusions.in/","club-illusions.in","Night club","Bar","Yes","619","3.8"," ","open","Wednesday, 6 pm-1:30 am; Thursday, 6 pm-1:30 am; Friday, 6 pm-1:30 am; Saturday, 6 pm-1:30 am; Sunday, 6 pm-1:30 am; Monday, Closed; Tuesday, 6 pm-1:30 am; ","6 pm-1:30 am","6 pm-1:30 am","Closed","6 pm-1:30 am","6 pm-1:30 am","6 pm-1:30 am","6 pm-1:30 am","Lat 19.1391247","Lng 72.833444","19.1391247,72.833444","7JFJ4RQM+J9W","ChIJjxwrMuG35zsRF7iRqP6xUrQ","https://www.swiggy.com/restaurants/club-illusions-andheri-lokhandwala-andheri-west-mumbai-760429/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJjxwrMuG35zsRF7iRqP6xUrQ","12993643582225233943","https://www.google.com/search?kgmid=/g/11j80n6rdv","/g/11j80n6rdv","https://www.google.com/maps/reserve/v/dine/c/hDg0ydcK1II?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC26pvYJQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://club-illusions.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJjxwrMuG35zsRF7iRqP6xUrQ&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ","https://www.instagram.com/clubillusions.andheri?utm_source=qr&igsh=eDh3cTNpa28yZnBl",,"Welcome to Club Illusions, a leader in the hospitality industry. We are renowned for our unparalleled experiences and unwavering commitment to quality, ensuring that every guest enjoys a memorable visit.","hospitality industry, unparalleled experiences, commitment to quality","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIZygI","Wheelchair-accessible toilet","Restroom | Wi-Fi | Wi-Fi","Delivery | On-site services | Takeaway | Dine-in","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Happy-hour food | Spirits | Wine","Groups | LGBTQ+ friendly | Tourists","Reservations required | Accepts reservations",,
"1448","club in mumbai","Yeda Republic","Ramee Guestline Hotel  462  AB Nair Rd  Juhu  Mumbai  Maharashtra 400049","Ramee Guestline Hotel","Mumbai","400049","462  AB Nair Rd","Maharashtra","IN","Asia/Calcutta","₹2,000+","येडा रिपब्लिक"," "," ","07045238345","070452 38345",,,"https://www.instagram.com/yedarepublic/","instagram.com","Lounge","Bar","Yes","5025","4.1"," ","open","Wednesday, 4 pm-3 am; Thursday, 4 pm-3 am; Friday, 4 pm-3 am; Saturday, 4 pm-3 am; Sunday, 4 pm-3 am; Monday, 4 pm-3 am; Tuesday, 4 pm-3 am; ","4 pm-3 am","4 pm-3 am","4 pm-3 am","4 pm-3 am","4 pm-3 am","4 pm-3 am","4 pm-3 am","Lat 19.1093036","Lng 72.82548419999999","19.1093036,72.82548419999999","7JFJ4R5G+P5H","ChIJfRZJhOnJ5zsRBFY9pEn13CE","https://www.swiggy.com/restaurants/yeda-republic-juhu-andheri-west-mumbai-602146/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJfRZJhOnJ5zsRBFY9pEn13CE","2440094794764867076","https://www.google.com/search?kgmid=/g/11gf9blnr1","/g/11gf9blnr1","https://www.google.com/maps/reserve/v/dine/c/sirV1xaA82A?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/AF1QipPx9OEsNPykf8DLg3KDMac_FQXfgdah2yaokatl","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.instagram.com/yedarepublic/&size=48","https://search.google.com/local/reviews?placeid=ChIJfRZJhOnJ5zsRBFY9pEn13CE&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ",,,"19K followers, 11 following, 1,629 posts – YedaRepublic (@yedarepublic) on Instagram: ""We are now open from 6:00 PM to 3:00 AM""",,"0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcImwEoCQ","Wheelchair-accessible entrance","Restroom","Delivery | On-site services | Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Happy-hour food | Spirits | Wine | Cuisine | Dishes","Groups | Tourists","Accepts reservations | Usually a wait",,
"1449","club in mumbai","The Bay Club  Mumbai","Gate No. 1  West Entrance  MAKER MAXITY  Bandra Kurla Complex  Bandra East  Mumbai  Maharashtra 400051","Gate No. 1  West Entrance","Mumbai","400051","MAKER MAXITY","Maharashtra","IN","Asia/Calcutta"," ","द बे क्लब, मुंबई"," "," ","02242004300","022 4200 4300","+912242004300","memberrelations@bayclub.in","https://www.bayclub.in/","bayclub.in","Club"," ","Yes","440","4.6"," ","open","Wednesday, 6 am-1 am; Thursday, 6 am-1 am; Friday, 6 am-1 am; Saturday, 6 am-1 am; Sunday, 6 am-1 am; Monday, 6 am-1 am; Tuesday, 6 am-1 am; ","6 am-1 am","6 am-1 am","6 am-1 am","6 am-1 am","6 am-1 am","6 am-1 am","6 am-1 am","Lat 19.053358499999998","Lng 72.8492746","19.053358499999998,72.8492746","7JFJ3R3X+8PR","ChIJWT4BEdbJ5zsR0OvA_v7qR1s"," ","https://www.google.com/maps/place/?q=place_id:ChIJWT4BEdbJ5zsR0OvA_v7qR1s","6577484161714547664","https://www.google.com/search?kgmid=/g/11h4g9jrrx","/g/11h4g9jrrx"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICPwPOk6AE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.bayclub.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJWT4BEdbJ5zsR0OvA_v7qR1s&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," ","https://www.linkedin.com/company/the-bay-club-mumbai/"," ","https://www.instagram.com/thebayclubindia/?hl=en",,,,"0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcI-QEoCg","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet",,"On-site services",,,,,,
"1450","club in mumbai","Toy Room Mumbai","Grand Hyatt  Hotel  off Western Express Highway  Siddharath Nagar  Vakola  Santacruz East  Mumbai  Maharashtra 400055","Grand Hyatt","Mumbai","400055","Hotel","Maharashtra","IN","Asia/Calcutta","₹2,000+","टॉय रूम मुंबई"," "," ","08447939495","084479 39495",,,"http://www.toyroomclub.in/","toyroomclub.in","Night club"," ","Yes","847","3.8"," ","open","Wednesday, 10 pm-3 am; Thursday, Closed; Friday, 10 pm-3 am; Saturday, 10 pm-3 am; Sunday, 10 pm-3 am; Monday, Closed; Tuesday, Closed; ","10 pm-3 am","10 pm-3 am","Closed","Closed","10 pm-3 am","Closed","10 pm-3 am","Lat 19.0768067","Lng 72.8511248","19.0768067,72.8511248","7JFJ3VG2+PCH","ChIJ09dZVd3J5zsR5V41t0mI_wU","https://www.zomato.com/mumbai/toy-room-santacruz-east/book?utm_source=rwg","https://www.google.com/maps/place/?q=place_id:ChIJ09dZVd3J5zsR5V41t0mI_wU","432213939438575333","https://www.google.com/search?kgmid=/g/11sgvbd0wb","/g/11sgvbd0wb","https://www.google.com/maps/reserve/v/dine/c/1kNuFmtOqQc?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID-0b_pPg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.toyroomclub.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJ09dZVd3J5zsR5V41t0mI_wU&q=club+in+mumbai&authuser=0&hl=en&gl=IN","https://www.facebook.com/delhi.toyroom","https://www.linkedin.com/company/toyroom-india"," ","https://www.instagram.com/toyroomdelhi/",,,,"0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIowIoCw","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible toilet","Restroom","Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine","Groups | Tourists","Accepts reservations | Usually a wait",,
"1451","club in mumbai","Club Bombay At Sheesha Sky Lounge","4R5G+56X  AB Nair Rd  near Horizon Hotel  opposite Juhu Road  Juhu  Mumbai  Maharashtra 400049","4R5G+56X","Mumbai","400049","AB Nair Rd","Maharashtra","IN","Asia/Calcutta","₹₹","क्लब बॉम्बे ऐट शीशा स्काई लाउन्ज"," "," ","02226131628","022 2613 1628",,,"http://www.sheeshaskylounge.in/","sheeshaskylounge.in","Lounge","Bar & grill","No","776","4.1"," ","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 19.107977899999998","Lng 72.8256182","19.107977899999998,72.8256182","7JFJ4R5G+56X","ChIJhcYsN-rJ5zsRLbgxGxacbUc"," ","https://www.google.com/maps/place/?q=place_id:ChIJhcYsN-rJ5zsRLbgxGxacbUc","5146941567913801773","https://www.google.com/search?kgmid=/g/1hjgpnb2n","/g/1hjgpnb2n","https://www.google.com/maps/reserve/v/dine/c/S3TKODhCsaw?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICyn_SnlwE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sheeshaskylounge.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJhcYsN-rJ5zsRLbgxGxacbUc&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," ",,,,,"0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcI1QIoDA",,"Restroom","Outdoor seating | Delivery | On-site services | Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine","Groups","Reservations required | Accepts reservations",,
"1452","club in mumbai","R Adda","462  AB Nair Rd  Juhu  Mumbai  Maharashtra 400049","462  AB Nair Rd","Mumbai","400049","Mumbai  Maharashtra 400049","Maharashtra","IN","Asia/Calcutta","₹2,000+","आर अड्डा"," "," ","09920039651","099200 39651"," "," ",,,"Lounge","Bar","Yes","3847","4"," ","open","Wednesday, 7 pm-3 am; Thursday, 7 pm-3 am; Friday, 7 pm-3 am; Saturday, 7 pm-3 am; Sunday, 7 pm-3 am; Monday, 7 pm-3 am; Tuesday, 7 pm-3 am; ","7 pm-3 am","7 pm-3 am","7 pm-3 am","7 pm-3 am","7 pm-3 am","7 pm-3 am","7 pm-3 am","Lat 19.1093388","Lng 72.8255173","19.1093388,72.8255173","7JFJ4R5G+P6J","ChIJI3YthOnJ5zsR_RoTbEDUb18","https://www.swiggy.com/restaurants/r-adda-juhu-andheri-west-mumbai-854322/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJI3YthOnJ5zsR_RoTbEDUb18","6876948529174223613","https://www.google.com/search?kgmid=/g/11c55crh75","/g/11c55crh75","https://www.google.com/maps/reserve/v/dine/c/8io00c1M9z0?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICs8p6_yAE"," ","https://search.google.com/local/reviews?placeid=ChIJI3YthOnJ5zsR_RoTbEDUb18&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIpwMoDQ","Wheelchair-accessible toilet","Restroom","Delivery | Takeaway | Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Happy-hour food | Spirits | Wine","Groups | Tourists","Accepts reservations | Usually a wait",,
"1453","club in mumbai","Rock Bottom","Ramee Guestline Hotel  462  AB Nair Rd  Juhu  Mumbai  Maharashtra 400049","Ramee Guestline Hotel","Mumbai","400049","462  AB Nair Rd","Maharashtra","IN","Asia/Calcutta","₹₹₹","रॉक बॉटम","Dance music, multiple TVs & a bar in a dark nightclub with neon lights & a late-night crowd.","Moody nightclub with TVs & dancing"," ",," "," ",,,"Disco club","Dance club","No","223","3.8","Moody nightclub with TVs & dancing","open","Wednesday, 9 am-4 am; Thursday, 9 am-4 am; Friday, 9 am-4 am; Saturday, 9 am-4 am; Sunday, Closed; Monday, 9 am-4 am; Tuesday, 9 am-4 am; ","9 am-4 am","Closed","9 am-4 am","9 am-4 am","9 am-4 am","9 am-4 am","9 am-4 am","Lat 19.1093099","Lng 72.82559239999999","19.1093099,72.82559239999999","7JFJ4R5G+P6G","ChIJ428xhOnJ5zsR2wAV1bXfNKw"," ","https://www.google.com/maps/place/?q=place_id:ChIJ428xhOnJ5zsR2wAV1bXfNKw","12408788845369557211","https://www.google.com/search?kgmid=/g/1tfz_k37","/g/1tfz_k37"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICa87SMdg"," ","https://search.google.com/local/reviews?placeid=ChIJ428xhOnJ5zsR2wAV1bXfNKw&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIggQoDg","Wheelchair-accessible entrance","Restroom","Dine-in","Credit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Spirits | Wine","Groups | Tourists","Accepts reservations",,
"1454","club in mumbai","Mumbai Club","4V79+FVX  Bhim Nagar  Andheri East  Andheri  Mumbai  Maharashtra 400053","4V79+FVX","Andheri, Mumbai"," ","Andheri  Mumbai  Maharashtra 400053","Maharashtra","IN","Asia/Calcutta"," ","मुंबई क्लब","Private members' leisure club spanning 8.2 acres with a spa, pool, sports facilities & restaurants.","Large members-only recreational club","02266117777","022 6611 7777",,,"https://theclubmumbai.com/","theclubmumbai.com","Club"," ","No","95","4.5","Large members-only recreational club","open"," ",,,,,,,,"Lat 19.1137363","Lng 72.8697279","19.1137363,72.8697279","7JFJ4V79+FVX","ChIJi-AhtVHJ5zsRVXz44uhyNYs"," ","https://www.google.com/maps/place/?q=place_id:ChIJi-AhtVHJ5zsRVXz44uhyNYs","10031050089603562581","https://www.google.com/search?kgmid=/g/11g4bzlt6c","/g/11g4bzlt6c"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIChv5jAGA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://theclubmumbai.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJi-AhtVHJ5zsRVXz44uhyNYs&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIqQQoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,,,
"1455","club in mumbai","Dragonfly Experience Mumbai","The Orb  next to Jw Marriott Sahar  Navpada  Vile Parle East  Andheri (E  Mumbai  Maharashtra 400088","The Orb","Mumbai","400088","next to Jw Marriott Sahar","Maharashtra","IN","Asia/Calcutta","₹2,000+","ड्रॅगनफ्लाय एक्सपेरियन्स मुंबई","Asian & European fusion bites, cocktails & DJs in a buzzing, stylish locale with a butterfly theme.","Energetic restaurant, bar & club","08657598230","086575 98230"," "," ",,,"Bar","Club","Yes","2973","4.2","Energetic restaurant, bar & club","open","Wednesday, 7 pm-3 am; Thursday, 7 pm-3 am; Friday, 7 pm-3 am; Saturday, 7 pm-3 am; Sunday, 7 pm-3 am; Monday, Closed; Tuesday, Closed; ","7 pm-3 am","7 pm-3 am","Closed","Closed","7 pm-3 am","7 pm-3 am","7 pm-3 am","Lat 19.102078799999997","Lng 72.8782272","19.102078799999997,72.8782272","7JFJ4V2H+R7Q","ChIJcfluOOfJ5zsR1He6jPAkkYs"," ","https://www.google.com/maps/place/?q=place_id:ChIJcfluOOfJ5zsR1He6jPAkkYs","10056860058466809812","https://www.google.com/search?kgmid=/g/11gwmj_9_m","/g/11gwmj_9_m"," ","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDumN3zdQ"," ","https://search.google.com/local/reviews?placeid=ChIJcfluOOfJ5zsR1He6jPAkkYs&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIyAQoEA","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible toilet","Restroom","Drive-through | Takeaway | Dine-in | Delivery","Cash only | Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine | Cuisine","Groups | LGBTQ+ friendly | Tourists","Reservations required | Accepts reservations | Usually a wait",,
"1456","club in mumbai","Tryst Mumbai","462  Senapati Bapat Marg  Lower Parel  Mumbai  Maharashtra 400013","462  Senapati Bapat Marg","Mumbai","400013","Mumbai  Maharashtra 400013","Maharashtra","IN","Asia/Calcutta","₹2,000+","ट्रिस्ट","Modern, neon-lit nightspot with private tables & a long bar offering casual bites & cocktails.","Sleek nightclub with cocktails & bites"," ",," "," ",,,"Night club","Bar","Yes","356","3.9","Sleek nightclub with cocktails & bites","open","Wednesday, 10 pm-1:30 am; Thursday, Closed; Friday, 10 pm-1:30 am; Saturday, 10 pm-1:30 am; Sunday, 7 pm-1:30 am; Monday, Closed; Tuesday, Closed; ","10 pm-1:30 am","7 pm-1:30 am","Closed","Closed","10 pm-1:30 am","Closed","10 pm-1:30 am","Lat 18.9944128","Lng 72.82471939999999","18.9944128,72.82471939999999","7JCJXRVF+QV9","ChIJzabBYIzO5zsRU1uFh8F515k","https://www.zomato.com/mumbai/tryst-2-lower-parel/book?utm_source=rwg","https://www.google.com/maps/place/?q=place_id:ChIJzabBYIzO5zsRU1uFh8F515k","11085462879905078099","https://www.google.com/search?kgmid=/g/1260j1_39","/g/1260j1_39"," ","https://lh5.googleusercontent.com/p/AF1QipOUXAR0ZenW1Vzg-n-Rf07HSiOfMRT04DrZxg5M"," ","https://search.google.com/local/reviews?placeid=ChIJzabBYIzO5zsRU1uFh8F515k&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcInwUoEQ","Wheelchair-accessible toilet","Restroom","Dine-in","Credit cards | Debit cards | NFC mobile payments | Credit cards","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine","Groups | Tourists","Accepts reservations",,
"1457","club in mumbai","Matahaari Nightclub","Atria-The Millennium Mall  Dr Annie Besant Rd  Lotus Colony  Worli  Mumbai  Maharashtra 400018","Atria-The Millennium Mall","Mumbai","400018","Dr Annie Besant Rd","Maharashtra","IN","Asia/Calcutta"," "," "," "," ","08452880008","084528 80008"," "," ",,,"Disco club","Lounge","Yes","62","4.2"," ","open","Wednesday, 5 pm-1:30 am; Thursday, 5 pm-1:30 am; Friday, 5 pm-1:30 am; Saturday, 5 pm-1:30 am; Sunday, 5 pm-1:30 am; Monday, Closed; Tuesday, 5 pm-1:30 am; ","5 pm-1:30 am","5 pm-1:30 am","Closed","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","5 pm-1:30 am","Lat 18.9913438","Lng 72.8144719","18.9913438,72.8144719","7JCJXRR7+GQQ","ChIJP-sAFgDP5zsRawlT7zljxC0","https://www.swiggy.com/restaurants/matahaari-worli-andheri-west-mumbai-912331/dineout?is_retargeting=true&media_source=GoogleReserve&utm_campaign=GoogleMap&utm_source=GoogleReserve","https://www.google.com/maps/place/?q=place_id:ChIJP-sAFgDP5zsRawlT7zljxC0","3297869927621527915","https://www.google.com/search?kgmid=/g/11w2nchyg2","/g/11w2nchyg2","https://www.google.com/maps/reserve/v/dine/c/3Kk6J2vDupY?source=pa&opi=79508299&hl=en-IN&gei=nNSAaJ-TM4GhseMPwqac2A0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICbiqaSRw"," ","https://search.google.com/local/reviews?placeid=ChIJP-sAFgDP5zsRawlT7zljxC0&q=club+in+mumbai&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwif0djh_NKOAxWBUGwGHUITB9sQ8BcIywUoEg","Wheelchair-accessible toilet","Restroom","Dine-in","Credit cards | NFC mobile payments","Alcohol | Beer | Cocktails | Dancing | Food | Food at bar | Happy-hour drinks | Spirits | Wine","Groups","Accepts reservations",,
