"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Service_options","Payments","Offerings","Planning","Amenities","Accessibility","Crowd","Recycling","From_the_business"
"1410","clothing in gujarat","Krishna Collection Devliya","XJFX+946  Devaliya  Gujarat 391121","XJFX+946","Devaliya"," ","Devaliya  Gujarat 391121","Gujarat","IN","Asia/Calcutta"," ","06353983099","063539 83099"," "," ",,,"Clothing store"," ","No","1","5","open"," ",,,,,,,,"Lat 21.973404","Lng 73.6477558","21.973404,73.6477558","7JHMXJFX+946","ChIJSWaubAAFYDkRpA_MjHMselM","https://www.google.com/maps/place/?q=place_id:ChIJSWaubAAFYDkRpA_MjHMselM","6015169127101763492","https://www.google.com/search?kgmid=/g/11lv83dklc","/g/11lv83dklc","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDXhKWDpgE"," ","https://search.google.com/local/reviews?placeid=ChIJSWaubAAFYDkRpA_MjHMselM&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIiAEoCw",,,,"Quick visit",,,,,
"1411","clothing in gujarat","કુમકુમ સાડી & ડ્રેસ મદ્રીયલ્સ","Umrala  Gujarat 364330"," ","Umrala"," "," ","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 21.842574199999998","Lng 71.8021337","21.842574199999998,71.8021337","7JHHRRV2+2VC","ChIJBcZPmOawWDkReEX_g1MASZ0","https://www.google.com/maps/place/?q=place_id:ChIJBcZPmOawWDkReEX_g1MASZ0","11333590295951394168","https://www.google.com/search?kgmid=/g/11x5jn37b0","/g/11x5jn37b0","https://lh5.googleusercontent.com/p/jrOUH7PcEdGudo4NJBjYyg"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIpAEoDA",,,,"Quick visit",,,,,
"1412","clothing in gujarat","આધુનિક કલાથ સ્ટો","Bhatiya  Gujarat 361315"," ","Bhatiya"," "," ","Gujarat","IN","Asia/Calcutta"," ","09825442269","098254 42269"," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 22.092032099999997","Lng 69.272657","22.092032099999997,69.272657","7JJF37RF+R37","ChIJKX9-LESLVjkR9ttKX6qA-PI","https://www.google.com/maps/place/?q=place_id:ChIJKX9-LESLVjkR9ttKX6qA-PI","17507885020634340342","https://www.google.com/search?kgmid=/g/11y412z01m","/g/11y412z01m","https://lh5.googleusercontent.com/p/UOEwLX1iOGFhdLeiq4zMPw"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcItwEoDQ",,,,"Quick visit",,,,,
"1413","clothing in gujarat","Pithad Clothes Store","Shop N123  Mein Bahar  Korda  Gujarat 385360","Shop N123","Korda","385360","Korda  Gujarat 385360","Gujarat","IN","Asia/Calcutta"," ","06352548260","063525 48260"," "," ",,,"Men's clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 23.8796641","Lng 71.3782028","23.8796641,71.3782028","7JMHV9HH+V78","ChIJ-USXZ4wFWzkRswsiUqMp0uk","https://www.google.com/maps/place/?q=place_id:ChIJ-USXZ4wFWzkRswsiUqMp0uk","16848574937380817843","https://www.google.com/search?kgmid=/g/11w7l2qnb3","/g/11w7l2qnb3","https://lh5.googleusercontent.com/p/J_gt0r7PoH9M1uvNFihAWQ"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIzgEoDg",,,"Men's clothing","Quick visit",,,,,
"1414","clothing in gujarat","શ્રી ગાર્મ સેન્ટર","Vithalgadh  Gujarat 363115"," ","Vithalgadh"," "," ","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 22.989007299999997","Lng 71.9761082","22.989007299999997,71.9761082","7JJHXXQG+JC5","ChIJCzoFWp-sXjkRIQkMYndTbXc","https://www.google.com/maps/place/?q=place_id:ChIJCzoFWp-sXjkRIQkMYndTbXc","8605626235186055457","https://www.google.com/search?kgmid=/g/11w3b1nrlz","/g/11w3b1nrlz","https://lh5.googleusercontent.com/p/mIhROj0aU8oRgzsZdEDK8g"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcI6AEoDw",,,,"Quick visit",,,,,
"1415","clothing in gujarat","યમુના ટ્રેડર્સ","Amarpara  Bagasara  Gujarat 365440","Amarpara","Bagasara"," ","Bagasara  Gujarat 365440","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 21.481646899999998","Lng 70.95132939999999","21.481646899999998,70.95132939999999","7JHGFXJ2+MG4","ChIJExRVSZyd4jsRQQ5k-62-vCA","https://www.google.com/maps/place/?q=place_id:ChIJExRVSZyd4jsRQQ5k-62-vCA","2358969959291555393","https://www.google.com/search?kgmid=/g/11wr0f_lhx","/g/11wr0f_lhx","https://lh5.googleusercontent.com/p/7Y9zQHKgK3flXHrgpu9z8g"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcI-wEoEA",,,,,,,,,
"1416","clothing in gujarat","Aadil Fashion","Pankaj Nagar Colony  near Axis Bank  Samagoga  Gujarat 370405","Pankaj Nagar Colony","Samagoga","370405","Samagoga  Gujarat 370405","Gujarat","IN","Asia/Calcutta"," ","09054478180","090544 78180"," "," ",,,"Clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 22.887652499999998","Lng 69.67081879999999","22.887652499999998,69.67081879999999","7JJFVMQC+388","ChIJRYhsrUTVUDkR0MX-P40zZp0","https://www.google.com/maps/place/?q=place_id:ChIJRYhsrUTVUDkR0MX-P40zZp0","11341809393336239568","https://www.google.com/search?kgmid=/g/11vyz8gwvf","/g/11vyz8gwvf","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDT676oJg"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIkAIoEQ",,,,,,,,,
"1417","clothing in gujarat","KAPAAHA"," "," "," "," "," "," "," ","Asia/Calcutta"," ","07600500599",,"+917600500599","info@kapaaha.com","http://www.kapaaha.com/","kapaaha.com","Clothing manufacturer","Service establishment","Yes","3","5","open","Wednesday, 9 am-7:30 pm; Thursday, 9 am-7:30 pm; Friday, 9 am-7:30 pm; Saturday, 9 am-7:30 pm; Sunday, 9 am-7:30 pm; Monday, 9 am-7:30 pm; Tuesday, 9 am-7:30 pm; ","9 am-7:30 pm","9 am-7:30 pm","9 am-7:30 pm","9 am-7:30 pm","9 am-7:30 pm","9 am-7:30 pm","9 am-7:30 pm","Lat 21.0680074","Lng 82.7525294","21.0680074,82.7525294","7MH43Q93+622","ChIJxU9IgBVP4DsRIgnYDEggUew","https://www.google.com/maps/place/?q=place_id:ChIJxU9IgBVP4DsRIgnYDEggUew","17028427159889774882","https://www.google.com/search?kgmid=/g/11j20cdsqz","/g/11j20cdsqz","https://lh5.googleusercontent.com/p/AF1QipNm_5apmuzqkiAJ1NyfSe6TZFQxAcRNwXG1qmy2","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kapaaha.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJxU9IgBVP4DsRIgnYDEggUew&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN","https://www.facebook.com/Kapaaha-100688731388913"," ","https://instagram.com/product_of_kapaaha?igshid=88h8t51rrfv7","https://www.youtube.com/watch?v=1v4rDZ6Ov68","Kapaaha is a most popular Indian outfits brand which provides a wide range of sustainable Gujarati traditional clothes like sarees, lehenga choli & home furnishing with affordable price.","indian outfits, gujarati","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIqgIoEg",,"Debit cards | Credit cards",,,,,"LGBTQ+ friendly",,
"1418","clothing in gujarat","Vishwash Fashion Wear","Ladi Rd  Jamkandorana  Gujarat 360405","Ladi Rd","Jamkandorana","360405","Jamkandorana  Gujarat 360405","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 21.891356299999998","Lng 70.4951209","21.891356299999998,70.4951209","7JHGVFRW+G2X","ChIJiTpdYwAhWDkRwSGdW7G_XxM","https://www.google.com/maps/place/?q=place_id:ChIJiTpdYwAhWDkRwSGdW7G_XxM","1396045177975284161","https://www.google.com/search?kgmid=/g/11w37_lnqd","/g/11w37_lnqd","https://lh5.googleusercontent.com/p/cxoHQIUiiW8Lfxjz9Qnv2g"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIygIoEw",,,,,,,,,
"1419","clothing in gujarat","KAPITAL MANS WEAR AND SELECTION","MAIN BAZAR  Umrala  Gujarat 364330","MAIN BAZAR","Umrala","364330","Umrala  Gujarat 364330","Gujarat","IN","Asia/Calcutta"," ","09913824398","099138 24398"," "," ",,,"Clothing store"," ","Yes","0","0","open"," ",,,,,,,,"Lat 21.8450691","Lng 71.8057843","21.8450691,71.8057843","7JHHRRW4+28F","ChIJI1R6tRexWDkRNVDsMYzWXJI","https://www.google.com/maps/place/?q=place_id:ChIJI1R6tRexWDkRNVDsMYzWXJI","10546540325016195125","https://www.google.com/search?kgmid=/g/11tsx15hmq","/g/11tsx15hmq","https://lh5.googleusercontent.com/p/gnDcoC_yy9DlGcL_gfaLMQ"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcI3wIoFA",,,,,,,,,
"1420","clothing in gujarat","હિરાબા સાડી સેન્ટર","Jantral  Kalol  Gujarat 389330","Jantral","Kalol"," ","Kalol  Gujarat 389330","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 22.6063433","Lng 73.4629985","22.6063433,73.4629985","7JJMJF47+G5Q","ChIJjx1Qj_8pXjkRj7lVkk2_fhw","https://www.google.com/maps/place/?q=place_id:ChIJjx1Qj_8pXjkRj7lVkk2_fhw","2053288820016003471","https://www.google.com/search?kgmid=/g/11wpsgfv9p","/g/11wpsgfv9p","https://lh5.googleusercontent.com/p/HZkA7oPleFfXDlvvsVYTEQ"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcI9wIoFQ",,,,"Quick visit",,,,,
"1421","clothing in gujarat","તવક્કલ કલોથ & મેચીંગ સેન્ટર","બોખાકુવા આદર્શ હાઇસ્કૂલ રોડ   મુ.બસુ   તા.વડગામ. જી.બ.કાં.- ૩૮૫૫૨૦"," ","Basu"," "," ","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 24.060993399999997","Lng 72.331069","24.060993399999997,72.331069","7JPJ386J+9CW","ChIJoXXF0rKSXDkRx8ee7RbkBDg","https://www.google.com/maps/place/?q=place_id:ChIJoXXF0rKSXDkRx8ee7RbkBDg","4036601953157826503","https://www.google.com/search?kgmid=/g/11y950n0nz","/g/11y950n0nz","https://lh5.googleusercontent.com/p/2VwTwUW7iYwSSAXufTfLSg"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIjAMoFg",,,,"Quick visit",,,,,
"1422","clothing in gujarat","જનતા કોટન વર્કસ","R4X8+9CH  Power House Rd  Dhal Utar Tamboli Wado  Soni Vaado  Moti-Bhatiyavad  Patan  Gungdipati Part  Gujarat 384265","R4X8+9CH","Patan, Gungdipati Part","384265","Power House Rd","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","0","0","open"," ",,,,,,,,"Lat 23.848432499999998","Lng 72.1161031","23.848432499999998,72.1161031","7JMJR4X8+9CH","ChIJ-bfPaI2HXDkRvVvP90FH1Q4","https://www.google.com/maps/place/?q=place_id:ChIJ-bfPaI2HXDkRvVvP90FH1Q4","1068838835226368957","https://www.google.com/search?kgmid=/g/11vl9g6c2r","/g/11vl9g6c2r","https://lh5.googleusercontent.com/p/9VRDpDE7-zl7RfKTRu3LEQ"," "," "," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcInwMoFw",,,,"Quick visit",,,,,
"1423","clothing in gujarat","બકુલ કાકા ની દુકાન","Gayatri Nagar  Sihor  Gujarat 364240","Gayatri Nagar","Sihor"," ","Sihor  Gujarat 364240","Gujarat","IN","Asia/Calcutta"," "," ",," "," ",,,"Clothing store"," ","No","1","5","open"," ",,,,,,,,"Lat 21.7292628","Lng 71.9714142","21.7292628,71.9714142","7JHHPXHC+PH3","ChIJA6IsZz9TXzkRhJsE7bdsKPA","https://www.google.com/maps/place/?q=place_id:ChIJA6IsZz9TXzkRhJsE7bdsKPA","17305201105382448004","https://www.google.com/search?kgmid=/g/11vypzln7h","/g/11vypzln7h","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgMCYgv3poAE"," ","https://search.google.com/local/reviews?placeid=ChIJA6IsZz9TXzkRhJsE7bdsKPA&q=clothing+in+gujarat&authuser=0&hl=en&gl=IN"," "," "," "," "," "," ","0ahUKEwjjtZ3I-9KOAxXHRmwGHWmeOyEQ8BcIuAMoGA",,,,"Quick visit",,,,,
